order,video_id,topic_category,hook_type,pacing_speed,duration_sec,views,likes,shares,comments,saves,engagement_rate_pct,title,url
1,"7688711061700168978","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",19,362800,50100,1498,583,766,15.63,"City of love 🤍🇫🇷","https://www.tiktok.com/@khairulaming/video/7688711061700168978"
2,"7683410508548230418","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",88,652100,49200,1339,1057,1542,8.8,"Alhamdulillah semalam kita berjaya pecahkan rekod baru, livestream TikTokShop pertama di Malaysia yang cecah jualan melebihi 1 juta dollar 🥹","https://www.tiktok.com/@khairulaming/video/7683410508548230418"
3,"7683026434993982738","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",115,4700000,59000,4684,543,2049,1.65,"Ini senarai barang KA akan jual petang ni 😁","https://www.tiktok.com/@khairulaming/video/7683026434993982738"
4,"7682768770749746439","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",81,3600000,126700,10100,870,4710,4.65,"Korang dah ready? 150,000 botol Sambal Bilis akan kita restock esok! 😁","https://www.tiktok.com/@khairulaming/video/7682768770749746439"
5,"7682355550603988242","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",83,6900000,169000,13200,980,6990,3.24,"Memperkenalkan “bandar” livestream pertama di Malaysia 21 top live sellers termasuk Khairulaming, Dato Alif Syukri, Dato Seri Vida, Anas, Caryn, Almiyaz dan ramai lagi akan bersiaran lansung serentak  150,000 botol Sambal Nyet Bilis akan KA keluarkan semasa livestream ni. Jemput tengok nanti 🥹","https://www.tiktok.com/@khairulaming/video/7682355550603988242"
6,"7681168130105724167","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",179,1500000,149500,11900,1750,4636,13.08,"Awak dah minum air ke belum? Kalau awak selalu lupa minum air, tengok video ni. Sibuk macam mana sekalipun jangan lupa minum air okeh","https://www.tiktok.com/@khairulaming/video/7681168130105724167"
7,"7680118731653090578","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",57,948400,77400,4252,566,1780,9.94,"Hari ni kita belanja roti jala merdeka untuk customers Rembayung 🇲🇾✨😙","https://www.tiktok.com/@khairulaming/video/7680118731653090578"
8,"7673844483271707922","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",135,1600000,103400,4412,1246,2386,7.67,"Ambil la dulu sebotol sorang, ni je stok yang ada kat KL 😆 Nanti kita bawa lagi  Mohon maaf boss dah berminggu tak datang kedai sebab focus launching. Rindunya semua team ku yang tercinta","https://www.tiktok.com/@khairulaming/video/7673844483271707922"
9,"7672999120285748498","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",30,3300000,306100,32000,3399,7660,12.75,"Ini hasil selepas turun 24kg dalam masa setahun Walaupun penat tak rehat dari tahun lepas, KA wajibkan pergi gym setiap hari dan jaga makan. Bermula dari zaman bina rembayung, shoot video puasa, sampai ke launching Sambal Bilis, tetap eat clean and bersenam. Ni hasil selepas setahun jaga disiplin 🥹","https://www.tiktok.com/@khairulaming/video/7672999120285748498"
10,"7671358223022034183","BEHIND_THE_SCENES_BISNES","CRAVING_SENSORY","RAPID_FIRE",89,2100000,134700,6483,2206,3883,7.82,"Terima kasih sebab beri kepercayaan kepada produk tempatan kita. KA terhutang budi dengan anda semua. From the bottom of my heart, thank you 🥺","https://www.tiktok.com/@khairulaming/video/7671358223022034183"
11,"7671174588222475538","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",84,5100000,288900,31900,2157,8689,7.92,"Hari yang ditunggu telah pun tiba. Malam ini kita akan bersiaran langsung dari puncak Merdeka 118 untuk majlis pelancaran Sambal Nyet Bilis Ajaklah keluarga dan kenalan anda untuk kita ramai-ramai berkumpul dan cipta sejarah baru. Malam ini untuk kita semua. Terima kasih sebab beri kepercayaan kat anak tempatan ni 🥺🇲🇾","https://www.tiktok.com/@khairulaming/video/7671174588222475538"
12,"7670884279659793672","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",299,6100000,679900,42500,5587,27400,14.23,"Ini short documentary yang KA buat untuk tunjuk titik peluh nelayan kita turun ke laut setiap hari untuk tangkap ikan bilis Tak mudah sebenarnya nak tangkap bilis ni. Kena guna sonar nak cari lubuk, tarik pukat yang berat, bila dah tangkap kena asingkan dengan hidupan laut lain, and bilis ni perlu direbus panas-panas dari atas kapal lagi sebelum dikeringkan di darat Semoga nelayan-nelayan kita dikurniakan rezeki yang melimpah. Terima kasih sebab berbakti untuk negara kita ❤️","https://www.tiktok.com/@khairulaming/video/7670884279659793672"
13,"7670513942061403400","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",176,7800000,542100,51200,6890,19300,9.5,"Majlis pelancaran Sambal Nyet Bilis akan bersiaran langsung dari puncak Merdeka 118, mercu tanda tertinggi di Malaysia dan kedua tertinggi di dunia. Menitik air mata edit video ni mengenangkan penat lelah berusaha dari dulu lagi. Enam tahun lepas botol Sambal Nyet yang pertama dilancarkan di satu kedai runcit tepi jalan, dan untuk sambal yang kedua kita akan lancarkan dari puncak tertinggi negara. Terima kasih kepada anda semua yang memberi kepercayaan kepada produk-produk tempatan kita 🥺","https://www.tiktok.com/@khairulaming/video/7670513942061403400"
14,"7670150600537001223","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",178,2400000,61700,5006,891,2968,3.48,"Inilah dia full details mengenai Sambal Nyet Bilis, including bahan-bahan, berat bersih, harga, cara simpan dan sebagainya Nervousnya nak launching. Barai dah ni tak tidur malam 🥹","https://www.tiktok.com/@khairulaming/video/7670150600537001223"
15,"7670033191809436946","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",179,5600000,232300,64100,3415,11900,8.07,"Lima pembeli terpantas yang beli lima botol Sambal Nyet Bilis akan diterbangkan ke Dolomites, Italy untuk bercuti bersama Khairulaming dan anda boleh bawa plus one. Semuanya ditaja sepenuhnya, tertakluk terma dan syarat 😄 Tahun lepas kita bawa pemenang ke New Zealand. Tahun ni kita pergi Europe pulak. So siapa korang nak bawa nanti? hehehe","https://www.tiktok.com/@khairulaming/video/7670033191809436946"
16,"7669660080459074834","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",176,10100000,727800,103100,9134,32800,11.01,"Memperkenalkan produk keempat Khairulaming Selepas 6 tahun berniaga dengan satu sambal sahaja, akhirnya kita dah bersedia untuk keluarkan sambal yang baru. Rasa yang berbeza, lebih kick dan menggunakan lebih banyak bahan Product launch kali ni akan jadi product launch terbesar yang KA pernah buat, jadi nantikan pengumuman seterusnya sepanjang minggu ni. Terima kasih guys for your support selama ni, pejam celik dah 6 tahun kita berniaga bersama 🥹 ","https://www.tiktok.com/@khairulaming/video/7669660080459074834"
17,"7663002347739565320","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",57,3200000,125000,7376,604,6209,5.0,"Siapa sini dah cuba Dendeng Nyet KA? terima kasih sangat for your support 🥹","https://www.tiktok.com/@khairulaming/video/7663002347739565320"
18,"7654046824185007367","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",520,2800000,216000,7148,3909,10600,9.38,"Di Rembayung KA minta bayi dikira dalam pax sebab dah macam-macam incident yang terjadi sepanjang 6 bulan berniaga tapi orang luar tak nampak. SOP ni saya wujudkan sebab nak protect keselamatan bayi dan kanak-kanak. Saya tak untung buat SOP ni, malah makin rugi sebab babies tak makan pun nasi. Tapi saya buat ni sebab nak protect keselamatan mereka. Bila ada seribu orang sehari, macam-macam benda boleh terjadi kat restoran. KA harap video ni boleh bagi penjelasan apa yang terjadi sebenarnya","https://www.tiktok.com/@khairulaming/video/7654046824185007367"
19,"7649623870709796104","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",44,2700000,70700,4418,526,4592,3.47,"Boleh tekan bag kuning kalau rindu nak makan rendang 🤤","https://www.tiktok.com/@khairulaming/video/7649623870709796104"
20,"7647834572738137352","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",126,4100000,289800,39600,2006,62300,13.05,"Rindunyaa students cikgu 🥹","https://www.tiktok.com/@khairulaming/video/7647834572738137352"
21,"7639264621618203912","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",105,3000000,165000,5916,1150,5091,6.47,"Sebelum ni customers bagi feedback kuih kat Rembayung banyak yang kering, lemau and kurang fresh. Thanks to your feedback, now kuih kita dah jauh improved. Setiap kuih dibalut rapi untuk pastikan tak ada isu kering. Sekarang alhamdulillah ramai yang repeat makan sampai ada yang tapau extra bawa balik 🥹","https://www.tiktok.com/@khairulaming/video/7639264621618203912"
22,"7638562571699621128","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",58,4800000,412900,12800,4381,13600,10.06,"Hari ni kali kedua Dato’ Sri Siti Nurhaliza berkunjung ke Rembayung untuk celebrate birthday Pn Rozy. Happy birthday Kak Rozy! p/s: Tokti bagi KA album guyss. Nanti kita play kat Rembayung 🥹🥹","https://www.tiktok.com/@khairulaming/video/7638562571699621128"
23,"7637056960206114055","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",166,1700000,101700,6139,829,3589,7.54,"In case ada yang belum tahu, Rembayung dah buka slot takeaway setiap hari. Alhamdulillah everyday fully booked slot takeaway ni. Sekarang hampir semua makanan dah boleh order untuk takeaway Mohon customers jangan tertukar dengan slot dine in bila reserve kat Umai nanti 🥹","https://www.tiktok.com/@khairulaming/video/7637056960206114055"
24,"7628524921236294920","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",83,13700000,753300,185200,3732,199800,12.5,"Boleh tekan bag kuning, makan malam-malam kat rumah 😁😁","https://www.tiktok.com/@khairulaming/video/7628524921236294920"
25,"7622762168601103623","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",366,7900000,924000,94200,16400,55200,16.88,"Jatuh air mata bila bagi ucapan kat wedding best friend sendiri. Bukan senang nak cari kawan yang ikhlas ada dengan kita time susah dan senang 🥺","https://www.tiktok.com/@khairulaming/video/7622762168601103623"
26,"7619562704172322068","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",16,7200000,612100,36600,19600,13900,10.68,"Cikgu tak mintak banyak raya ni. Cukup sekadar komen puji hensem. Terima kasih","https://www.tiktok.com/@khairulaming/video/7619562704172322068"
27,"7619376604057390356","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",27,4400000,362100,18300,2763,7557,9.88,"Ketupat rendang di atas meijahhh 🌙✨","https://www.tiktok.com/@khairulaming/video/7619376604057390356"
28,"7618833641556249876","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",350,9600000,1200000,145900,21500,65900,18.66,"Jatuh air mata masa edit video ni. You have no idea betapa bermakna video ramadan ni untuk KA. Yang muda, yang tua, tak kira agama atau bangsa, semua masuk dapur untuk cuba memasak. Terima kasih bagi KA peluang untuk meriahkan ramadan anda semua Izinkan cikgu undur diri dahulu, dari tahun lepas lagi belum berehat. Selamat hari raya guyss, maaf zahir dan batin ❤️","https://www.tiktok.com/@khairulaming/video/7618833641556249876"
29,"7618118573059312916","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",107,7400000,456000,83900,3259,120900,12.88,"Resipi kedua terakhir sebelum kita menamatkan sesi pembelajaran esok 🥺 Jom kita buat Puding Buah Naga","https://www.tiktok.com/@khairulaming/video/7618118573059312916"
30,"7617718005950172434","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",158,7900000,452400,85300,4365,176600,13.49,"Ini resipi Kuah Kacang menggunakan setengah kilo kacang tanah. Boleh save resipi ni siap-siap, malam raya nanti boleh masak dengan family makan dengan nasi impit 🥹","https://www.tiktok.com/@khairulaming/video/7617718005950172434"
31,"7617430591830641928","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",127,2700000,237500,18100,3781,6869,11.46,"Majlis restu ilmu bersama pelajar Kalau arwah ayah tengok betapa ramai students yang tengok video masak anak dia, confirm dia bangga. Terharu jumpa you guys semua, terima sebab support KA dari dulu lagi 🥹","https://www.tiktok.com/@khairulaming/video/7617430591830641928"
32,"7617342284517920018","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",81,4600000,353200,47100,1841,94700,14.91,"Walaupun semua tengah busy prepare nak raya, nanti dah masuk dapur boleh on balik oven sebab kita nak buat Chocolate Chip Muffins untuk open house raya nanti.  Yang mana ada lebihan chocolate chip dalam peti sejuk tu boleh guna untuk resipi ni 🥰","https://www.tiktok.com/@khairulaming/video/7617342284517920018"
33,"7686003520797003015","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",59,55800,5919,103,54,125,11.71,"Selamat Hari Malaysia buat negara kita yang tercinta 🥹🇲🇾","https://www.tiktok.com/@khairulaming/video/7686003520797003015"
34,"7683170639884176648","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",52,335700,12900,418,78,678,4.64,"Guru dah penat live dari petang 🤣 @Khairulaming @ANAS® ","https://www.tiktok.com/@khairulaming/video/7683170639884176648"
35,"7682453905023732999","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",62,200800,11900,1556,188,621,8.96,"Bibik-bibik bulus sila standby ye, jimat sikit barang majikan beli time promo hihi, bukan majikan tau pun!!","https://www.tiktok.com/@khairulaming/video/7682453905023732999"
36,"7680149544553778450","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",71,215800,9958,302,166,509,5.58,"Selamat Hari Merdeka 🇲🇾 7 tahun kat Malaysia dan aku dah rasa macam local bila datang tempat macam Rembayung. Sotong sambal petai. Ayam sambal kicap. Sayur masak lemak. Russian approved 🩷","https://www.tiktok.com/@khairulaming/video/7680149544553778450"
37,"7677621237815741717","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",34,6413,305,30,5,17,6.77,"Akhirnya sampei sambal nyet bilis. Ni kalau tambah petai lg ngaaam.. #sambalnyet  #sambalnyetbilis ","https://www.tiktok.com/@khairulaming/video/7677621237815741717"
38,"7673743595223977236","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",100,167100,5325,303,61,192,4.0,"trying sambal nyet bilis @Khairulaming 🥵 #sambalnyetbilis #khairulaming #fyp ","https://www.tiktok.com/@khairulaming/video/7673743595223977236"
39,"7675200855552838933","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",19,4305,79,2,25,2,2.65,"muka dah merah , hidung dan mata berair . 1 botol boleh tahan sebulan macam ni😂😂🤣🤣 #sambalnyetbilis ","https://www.tiktok.com/@khairulaming/video/7675200855552838933"
40,"7675022670324321557","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",126,24400,465,21,25,30,2.51,"Review jujur sambal nyet bilis betul ke sedap ni 🤨 #sambalnyetbilis #sambalnyet  @Khairulaming ","https://www.tiktok.com/@khairulaming/video/7675022670324321557"
41,"7678982192940256533","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",98,1978,31,0,1,1,1.72,"TQ KA @Khairulaming buat sambal sedap. Laki saya approve 👍 Lepasni senang la kerja saya goreng telur je, bertambah 3x makan nasinya 😆 #sambalnyetbilis #suamiisteri ","https://www.tiktok.com/@khairulaming/video/7678982192940256533"
42,"7678317255335120148","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",87,5779,174,3,3,6,3.43,"@Khairulaming ambil cili dari banting kg sg kelambu kami pun tinggal di kg sg kelambu. 🤭 memang betul2 dia balik kampung. Memang sedap rasa dia semua ngam, cukup rasa. Korang kena try. 😍👍🏻 #sambalnyetbiliskhairulaming #sambalnyetbilis ","https://www.tiktok.com/@khairulaming/video/7678317255335120148"
43,"7675895129319771410","RESEPI_VIRAL_HARIAN","CRAVING_SENSORY","RAPID_FIRE",290,2529,53,0,22,2,3.12,"ni review jujur drpd aku. lain org lain citarasa. bg aku approved 👍👍 good job team @Khairulaming  . . #khairulaming #sambalnyet #sambal #review #viral ","https://www.tiktok.com/@khairulaming/video/7675895129319771410"
44,"7671854130964466975","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",233,43700000,6700000,120700,77600,317300,17.79,"Cooking dinner for my family: Chicken marinara pasta with garlic breadsticks.  (My mom passed away on August 7 and I am still processing that, so that is why I do not look sad in this video. I might make another video focused on mom later, but I am not sure yet. Thank you all for your love and support, she really appreciated all of you) #recipes #dinnerideas #pasta #creatorsearchinsights #yummyfoodtomake ","https://www.tiktok.com/@khairulaming/video/7671854130964466975"
45,"7675752857878088967","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",27,12500,283,7,17,17,2.84,"Sape yg dapat beli tu plss bagi tips🤣 #sambalnyetbilis #khairulaming ","https://www.tiktok.com/@khairulaming/video/7675752857878088967"
46,"7675769504160451860","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",37,6908,86,2,3,2,1.43,"Done battle sambal bilis Khairul Aming ! Ezpz... #sambalbilis #khairulaming #rembayung #sambalnyet ","https://www.tiktok.com/@khairulaming/video/7675769504160451860"
47,"7675736083467996436","RESEPI_VIRAL_HARIAN","CRAVING_SENSORY","RAPID_FIRE",55,14300,206,14,14,10,1.97,"mula-ii dah kecewa ingatkan tak dapat tapii dapat laaa soryy ye kalau tergedik sbb excited laa .. janji dapat beli kepada @Khairulaming saya dapat belii yeah🥳🥳 🤣🤣🤣 #sambalbilis #khairulaming  #fypシ゚viral #funnyvideos ","https://www.tiktok.com/@khairulaming/video/7675736083467996436"
48,"7675691863499689234","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",32,433800,24800,1610,1167,488,7.32,"eazy peasy... #sambalnyet #battle #khairulaming ","https://www.tiktok.com/@khairulaming/video/7675691863499689234"
49,"7675961605401709844","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",78,26600,948,69,22,129,5.39,"Selepas 2 kali kalah battle , sambal nyet bilis ni kita jadikan nasi goreng kangkung jela Tapi sedap ! Ingredients  Sambal nyet bilis Nasi Bawang merah Telur Kangkung Cili padi Garam #cooking #sambalnyetbilis #khairulaming ","https://www.tiktok.com/@khairulaming/video/7675961605401709844"
50,"7675997262450904337","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",62,12900,315,17,3,48,3.6,"Nasi Goreng Sambal Bilis Nyet 😋 @Khairulaming  #sambalnyet #sambalnyetbilis #khairulaming ","https://www.tiktok.com/@khairulaming/video/7675997262450904337"
51,"7676039380934348040","RESEPI_RAMADAN","CRAVING_SENSORY","NARRATIVE_SLOW",93,275300,6415,477,166,466,3.25,"Ikan bilis dah hampir punah, KA @Khairulaming please slow slow sikit ya. ","https://www.tiktok.com/@khairulaming/video/7676039380934348040"
52,"7675720123348454676","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",113,20900,393,10,9,12,2.18,"Darling xberjaya .... tp aku berjaya !!!! Battle @Khairulaming ","https://www.tiktok.com/@khairulaming/video/7675720123348454676"
53,"7675940621311380744","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",34,31500,911,24,135,22,3.69,"SAJA NAK BAKAR LINE ❤️‍🔥🤪 @Khairulaming #khairulaming #sambalnyet #sambalnyetbilis #slay #battle ","https://www.tiktok.com/@khairulaming/video/7675940621311380744"
54,"7676108507636059400","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",120,171200,7571,89,63,150,4.79,"11 soalan Fiza ajukan dekat @Khairulaming Alhamdulillah merasa Sambal Nyet Bilis.. Rezeki TikTokShop Summit 2026 Malaysia ","https://www.tiktok.com/@khairulaming/video/7676108507636059400"
55,"7675807050349153556","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",68,158000,6869,357,302,225,5.5,"@Khairulaming Alhamdulilah kami berjaya battle sambal nyet bilis, inda sabar mahu rasa #khairulaming #sambalnyetbilis ","https://www.tiktok.com/@khairulaming/video/7675807050349153556"
56,"7676059420710767889","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",161,377400,42900,4630,305,8702,19.74,"@Khairulaming at TikTokShop Summit Malaysia 2026 #TikTokShopSummit2026 #khairulaming ","https://www.tiktok.com/@khairulaming/video/7676059420710767889"
57,"7675643287277014280","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",253,91400,2171,72,43,99,2.88,"Honest review sambal nyet bilis khairul aming ","https://www.tiktok.com/@khairulaming/video/7675643287277014280"
58,"7675583141473455380","BEHIND_THE_SCENES_BISNES","CRAVING_SENSORY","RAPID_FIRE",20,268600,11300,2157,81,310,6.88,"A light-hearted joke about missing ikan bilis in nasi lemak has amused Malaysians online, after several users shared photos of their meals with barely any anchovies in sight. One user jokingly claimed that Khairul Aming may have “taken all the ikan bilis in the peninsula,” referring to his latest product, Sambal Nyet Bilis. The joke quickly caught attention, with others sharing similar experiences of getting only one or even no ikan bilis in their nasi lemak. Khairul Aming later joined the fun by replying that he would “release some back,” making netizens laugh even more. #storydaily #goodthingstoshare #fyp #newsmalaysia #malaysia ","https://www.tiktok.com/@khairulaming/video/7675583141473455380"
59,"7675715858324294920","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",12,5684,103,0,3,3,1.97,"Yay dapat battle beli sambal nyet bilis KA @Khairulaming . Tak menyesal duduk depan wifi maxis 🤣🤣🤣 ","https://www.tiktok.com/@khairulaming/video/7675715858324294920"
60,"7675727870571891989","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",82,9915,271,5,10,7,3.13,"kena ingat tau, kita mai checkin hotel harini. bukan katil sendiri tau. boleh kat dia, mau reban katil hotel tau. dia punya syok dpt checkout sambal bilis @Khairulaming  sampai teruk benau efek meloncat tuuu🤣","https://www.tiktok.com/@khairulaming/video/7675727870571891989"
61,"7675738477245238549","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",20,88300,2346,152,151,89,3.55,"Alhamdulillah KA berjaya capai jualan 3 juta ringgit malam ni. Terima kasih semua 😭😭","https://www.tiktok.com/@khairulaming/video/7675738477245238549"
62,"7616991468783291666","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Untuk adik-adik yang tak biasa masak bihun goreng, apa kata raya ni cuba masakkan untuk family. Masak sepaket pun dah cukup, satu family boleh makan. Ni cara dia created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7616991468783291666"
63,"7616247154121641237","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Assignment hari ni mudah je tak berasap dapur macam caramel. Jom kita buat Puding Jagung Creamy bersama Kuah Custard 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7616247154121641237"
64,"7615766087359089927","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Ini resipi Salted Caramel Cornflakes Kalau sebelum ni risau tengok students buat Puding Caramel, hari ni akan lagi bertambah risau. Please buat elok-elok guys, jangan berasap kat dapur 😭🤲🏻 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7615766087359089927"
65,"7615037803654663432","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Selamat datang ke kelas pertama biskut raya kita. Hari ni kita nak buat Butter Cookies. Sangat senang and cepat nak buat Yang mana masih belajar lauk pauk tu haa cepat sikit. Tak lama lagi nak habis dah syllabus kita 🥲 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7615037803654663432"
66,"7614752616760839442","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Haa untuk ganti kelas semalam, ni ada extra assignment untuk korang buat hari ni. Imagine buat Tembikai Rose Sparkling dengan Watermelon Orange Cooler untuk buka puasa and open house raya nanti.  Sejukk masham manis bila minum sedapnyaa 😭 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7614752616760839442"
67,"7614748072328875282","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Maaf semalam cikgu sendiri ponteng kelas. Tapi takpe, hari ni kita sambung silibus open house raya untuk buat Macaroni Goreng. Siapa in charge masak open house nanti boleh buat resipi ni sebab yang ni KA dah buat portion untuk satu family makan 😘 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7614748072328875282"
68,"7614001409758924050","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Untuk open house raya nanti jom kita buat Spaghetti Bolognese 🍝 Disclaimer: Saya bukan orang Itali, tidak dilahirkan di Itali, dan tidak pernah ke Itali. Resipi ini dibuat menggunakan bahan yang jumpa di kedai runcit sahaja. Tiada tomato Itali digunakan, dan tiada daging fresh digunakan. Kita guna daging beku dari freezer kedai runcit sebab ini yang paling sesuai dengan bajet orang ramai. Ini bukan resipi authentic. Try at your own risk created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7614001409758924050"
69,"7613655776577588488","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Tengah termenung tengok jam ke tu. Sabarr jom kita buat Bandung Cincau Soda & Cucur Crabsticks Bandung sejuk yang fizzy lalu kat tekak bersama dengan cucur yang rangup krup krap. Sangat senang budak-budak pun boleh buat 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7613655776577588488"
70,"7613635301847747847","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Hari ni kelas baking. Nak tak kita buat Pretzels, macam yang korang beli kat mall tu. Sangat sedap guna 5-6 bahan je yang dah ada kat rumah. Dijamin anti gagal takkan ada sorang student pun fail nanti 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7613635301847747847"
71,"7613295772565507335","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Hari ni kita ada lagi satu kerja berkumpulan iaitu Tauhu Sumbat Crispy. Sangat senang, sangat mudah, semestinya anti gagal 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7613295772565507335"
72,"7612923989719076114","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Baru perasan sepanjang 9 tahun buat video masak, hari ni first time guna tempoyak dengan petai  Mohon maaf ya pelajar semua. Kesian korang 9 tahun tunggu syllabus petai dgn tempoyak 🤣 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7612923989719076114"
73,"7612905423682784520","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Resipi ni guna 4 bahan, 3 bahan boleh di beli di kedai tapi ada 1 bahan yang takkan boleh beli walau dengan duit sebanyak mana sekalipun created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7612905423682784520"
