order,video_id,topic_category,hook_type,pacing_speed,duration_sec,views,likes,shares,comments,saves,engagement_rate_pct,title,url
331,"7223979433693105414","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-29 : Popia Simpul & Popia Seaweed. Ni kuih raya last minute yang boleh buat malam raya sebab pakai 2-3 bahan je. Btw ni maybe video masak yang terkahir untuk puasa kali ni. Video penutup akan keluar bergantung kpd announcement malam ni 😆 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7223979433693105414"
332,"7223637038665436422","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-28 : Pulut Kuning. Ini portion untuk makan satu family. Korang boleh makan dengan rendang yang kita buat semalam. Texture dia lembut, berkilat, sedappp sangat 🥹 Untuk menu hari ni aku nak ajak @azfarheri @isaac osman @fazleyjalal untuk cuba masak kat rumah. Kalau korang ada video masak jangan lupa guna hashtag #inspirasiramadan #bukapuasa okeh! 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7223637038665436422"
333,"7223249820029390086","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-27 : Rendang 1 Ekor Ayam. Korang boleh guna resepi ni untuk masak malam raya nanti. Masak lama sikit baru cantik rendang tu pecah minyak. Untuk resepi ni aku nak ajak @Hazwan Ramli  @Iman Rashid @Mas Rio - CEO of Bro  untuk cuba masak kat rumah raya nanti. Kalau korang ada buat video masak jangan lupa guna hashtag #inspirasiramadan #bukapuasa okeh! Selamat Hari Rayaa 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7223249820029390086"
334,"7222875949107367194","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-26 : Kek Coklat Kukus. Kek yang moist dicampur dengan chocolate sauce yang meleleh dalam mulut. Boleh buat berbekas-bekas untuk raya nanti. Untuk resepi hari ni aku nak ajak @Hazwan Ramli @Annama1ia @azfarheri untuk cuba buat kat rumah. Korang jangan lupa buat video masak and guna hashtag #inspirasiramadan #bukapuasa okeh! 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7222875949107367194"
335,"7222532443633503515","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-25 : Nasi Tomato & Acar. Nasi ni boleh makan dengan daging dendeng yang kita buat semalam. Untuk menu hari ni aku nak ajak @Firdaus Yasin @Haffiz @azfarheri untuk cuba buat kat rumah. Jangan lupa guna hashtag #inspirasiramadan #bukapuasa okeh! 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7222532443633503515"
336,"7222151240476593435","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-24 : Daging Dendeng. Ini salah satu resepi yang paling ramai orang mintak. Tolong la buat raya nanti sebab rasa dia sedap sangat 😭😭 Untuk menu hari ni aku nak ajak @Firdaus Yasin @Nasi Ayam Mak Chili @fathihussein untuk cuba buat kat rumah. Kalau korang ada buat video masak jangan lupa guna hashtag #inspirasiramadan #bukapuasa okeh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7222151240476593435"
337,"7221406389170752794","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-22 : Cornflakes Madu Biscoff. Kita buat simple twist tapi lagi sedap and elevated rasa cornflakes madu tu. Senang and perfect untuk buat raya nanti 😋 Untuk menu ni aku nak ajak @azfarheri @Firdaus Yasin @Haffiz untuk cuba buat kat rumah. Korang jangan lupa buat video masak and guna hashtag #inspirasiramadan and #bukapuasa okeh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7221406389170752794"
338,"7221025167194000666","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-21 : Lontong Kuah Lodeh. Haaa hari ni kita start buat menu raya pulak. Minggu depan nak raya dah! senang je nak buat kuah lodeh ni hehe. Nak raya ni jangan lupa dapatkan Cosmic Cookware edisi Green Bean collection ni. Cantik sangatttt warna hijau dia. Nak buat balik kampung utk mak pun boleh, nak buat utk hadiah kahwin musim raya nanti pun boleh jugak. Untuk menu hari ni aku nak ajak @isaac osman @Firdaus Yasin @fazleyjalal  untuk cuba menu ni. Korang jangan lupa buat video masak and guna hashtag #inspirasiramadan  dan #bukapuasa  okeh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7221025167194000666"
339,"7220662399517560091","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-20 : Chicken Alfredo Pasta. Sangat creamy dan sedap 😁 Btw hari ni genap 2/3 ramadan berlalu, tinggal 1/3 sahaja lagi 🥺 Untuk menu hari ni aku nak ajak @isaac osman @Firdaus Yasin @fathihussein untuk cuba kat rumah. Kalau korang buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okeh 😁😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7220662399517560091"
340,"7220288231689030917","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-19 : Salted Egg Chicken. Ni version yang tak berkuah tapi lagi strong and kick rasa dia. Sedap sangat  😭 Untuk menu hari ni aku nak ajak @Haffiz @fathihussein @fazleyjalal untuk cuba. Kalau korang buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okehh 😁😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7220288231689030917"
341,"7219928954281528581","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-18 : Nasi Goreng Belacan ala Thai. Bau belacan semerbak campur dengan pedas cili padi, pergh memang kick rasa dia 🥵 Untuk menu ni aku nak ajak @isaac osman @Firdaus Yasin @fazleyjalal untuk cuba kat rumah. Kalau korang ada video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okehh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7219928954281528581"
342,"7219557113746558214","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-17 : Pisang Custard Butterscotch. Dessert ni sedap makan sejuk-sejuk. Nak buat untuk open house raya pun boleh jugak. Rasa creamy, sweet and salty semua balance 🥹 Untuk menu hari ni aku nak ajak @fazleyjalal @Firdaus Yasin @isaac osman untuk cuba kat rumah. Kalau korang buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okeh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7219557113746558214"
343,"7219299286205451525","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Semalam kita tutup kedua-dua kilang sambal untuk meraikan staff. Kita bawa semua pergi shopping baju raya, berbuka puasa kat hotel dan bagi bonus untuk raya. InshaAllah lepas raya nanti kita pergi bercuti pulak hehe #InspirasiRamadan #BukaPuasa  created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7219299286205451525"
344,"7219148765758786821","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-16 : Tom Kha Gai. Rasa dia strong macam tomyam, tapi lagi creamy dan sedap 🥰 Untuk resepi ni aku nak ajak @azfarheri @Annama1ia @fazleyjalal  cuba kat rumah. Kalau korang buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okeh 😁😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7219148765758786821"
345,"7218789121056099590","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-15: Roti Puri Cicah Sardin Tumis. Senang sangat nak buat roti puri kat rumah, boleh cicah macam-macam 😁 Untuk resepi hari ni aku nak ajak @Hazwan Ramli @fathihussein @kemey untuk cuba resepi ni. Kalau korang ada buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okehh 😁😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7218789121056099590"
346,"7218426172185562373","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-14 : Chocolate ala ROYCE. Senang sangat nak buat sebab pakai 4 bahan je 😭 Tolong la buat sebab sedap sangat. Untuk resepi hari ni aku nak ajak @azfarheri @kemey @fathihussein untuk cuba resepi ni. Kalau korang ada buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okehh 😁😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7218426172185562373"
347,"7218054083532360966","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-13 : Ayam Masak Bali. Rasa dia mcm dia kahwinkan ayam masak merah dengan ayam masak kicap. Sedap sangat 😭 Untuk resepi ni aku nak ajak @Annama1ia @Hazwan Ramli @Nxa.co untuk cuba. Korang jangan lupa buat video masak and guna hashtag #InspirasiRamadan #BukaPuasa okeh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7218054083532360966"
348,"7217696442796756251","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-12 : Ketam Masak Lemak Cili Api. Rasa dia memang perghh sedappp! Untuk resepi hari ni aku nak ajak @kemey @fathihussein @azfarheri untuk cuba resepi ni. Kalau korang buat video masak jangan lupa hashtag #InspirasiRamadan #BukaPuasa okeh 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7217696442796756251"
349,"7217474314906471707","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Terima kasih kepada semua yang bagi feedback. Just nak share sedikit sebanyak pendapat mengenai isu ini dari saya seorang Malaysian yang obese dan juga seorang food content creator 🙏🏻 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7217474314906471707"
350,"7217319093223951643","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-11 : Creamy Tomyam Pasta. Penuh dengan rasa kick, pedas, creamy semua ada. Nak buat pun senang 🥹 Untuk resepi hari ni aku nak ajak @isaac osman @azfarheri @Nasi Ayam Mak Chili untuk cuba menu ni. Kalau korang ada buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okehh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7217319093223951643"
351,"7217078564766715162","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Just nak share cara aku buat voiceover untuk video masak yang korang tengok bulan puasa ni. Kena tarik nafas panjang2 sikit kalau nak bagi lagi smooth 😂 #InspirasiRamadan #BukaPuasa  created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7217078564766715162"
352,"7216947206153145626","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-10: Sagu Mangga. Sedap makan sejuk-sejuk bila nak buka puasa nanti hehe 😁. Untuk resepi ni aku nak ajak @azfarheri @fathihussein @kemey untuk cuba buat kat rumah. Kalau korang ada buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okehh 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7216947206153145626"
353,"7216564183838575898","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-9 : Sambal Hijau Bilis & Telur Dadar. Makan dengan nasi putih dan kicap pergh memang sedap 😁 Untuk menu hari ni aku nak ajak @isaac osman @fazleyjalal @kemey untuk cuba resepi ni. Kalau korang buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okehh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7216564183838575898"
354,"7216238680808181019","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Menu sahur : Nasi Goreng Pattaya. Senang nak masak untuk sahur guna perencah nasi goreng. Untuk resepi kali ni aku nak ajak @fazleyjalal @azfarheri @isaac osman untuk cuba resepi ni. Kalau korang ada buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okeh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7216238680808181019"
355,"7216196065475759387","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa ke-8 : Ayam Phat Phet Thai & Sirap Lemon Selasih. Seriously sedap makan dengan nasi 😭 Untuk menu hari ni aku nak ajak @fathihussein @Haffiz @fazleyjalal untuk cuba resepi ni. Kalau korang buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okeh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7216196065475759387"
356,"7215867809480379653","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Nak lagi air berbuka? Hari ni kita ada Nanas Laici Sparkling 😁 Sejuk and freshh jee lalu kat tekak. Untuk menu ni aku nak ajak @azfarheri @isaac osman @fazleyjalal untuk cuba buat kat rumah. Jangan lupa buat video masak and guna hashtag #InspirasiRamadan #BukaPuasa okeh 😁😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7215867809480379653"
357,"7215828687957134597","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa Ke-7 : Colek Seafood Celup Tepung goreng-goreng. Memang syok makan satu family time moreh nanti 😁 Untuk menu hari ni aku nak ajak @azfarheri @Nasi Ayam Mak Chili @kemey untuk cuba masak kat rumah. Kalau korang ada buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okeh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7215828687957134597"
358,"7215452819233574150","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa Ke-6 : Ayam Goreng Mamak. Ratah mcm ni je pun dah sedap sangat 😁. Untuk menu hari ni aku nak ajak @isaac osman @kemey @fazleyjalal untuk cuba resepi ni. Kalau korang ada buat video masak, jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okeh 😁😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7215452819233574150"
359,"7215125275263159578","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Video kedua utk puasa ke-5 : Soya Ais Campur. Yang ni makan sejuk-sejuk memang sedapp buka puasa 🥹. Aku nak ajak @Nuar Yusli @azfarheri @fazleyjalal untuk cuba menu ni. Kalau korang ada buat video masak jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okehh 😁😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7215125275263159578"
360,"7215080151456042267","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa Ke-5 : Daging Harimau Menangis rawrrr. Tapi yang ni kita buat simple version guna sos thai hijau. Untuk menu hari ni aku nak ajak @Nuar Yusli @isaac osman @teroqa buatkan untuk berbuka. Kalau korang plan nak buat video masak, jangan lupa guna hashtag #InspirasiRamadan #BukaPuasa okeh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7215080151456042267"
361,"7214716446797024539","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa Day 4 - Agar-agar buah. Seriously sedap makan sejuk-sejuk 😭😭 Rasa buah fresh tu memang sedap buat dessert berbuka. Untuk resepi hari ni aku nak ajak @Nuar Yusli @azfarheri @kemey buatkan. Korang jangan lupa buat video masak and guna hashtag #InspirasiRamadan #BukaPuasa okeh 😁😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7214716446797024539"
362,"7214339758053444891","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa Ke-3 : Cencaru Sumbat Sambal + Sayur Masak Lemak. Makan dengan nasi putih memang perghh terangkat. Hari ni aku nak ajak @isaac osman @Nuar Yusli @teroqa masak menu ni hehe. Korang blh buat video masak jgk and guna hashtag #InspirasiRamadan #BukaPuasa okeh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7214339758053444891"
363,"7213959942104026395","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Puasa Ke-2 : Ayam Gepuk. Rasa sebijik macam beli kat kedai 😭 Makan dengan sambal tu memang terangkat. Mohon @teroqa @azfarheri @kemey try buat untuk berbuka nanti okeh haha. Korang jangan lupa buat video masak untuk puasa ni and guna hashtag #InspirasiRamadan #BukaPuasa 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7213959942104026395"
